host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
54449306,2016-01-13,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,4,1.0,2.0,3.0,236.0,3,260,t,11,2016-07-25,4.71,t,1,1.26
9445480,2013-10-15,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,8,2.0,3.0,3.0,185.0,1,30,t,13,2016-05-22,4.74,t,1,2.69
5729069,2013-04-02,within an hour,0.79,0.81,f,t,t,Eixample,Entire home/apt,6,1.0,3.0,5.0,10.0,1,1125,t,0,2016-04-20,4.19,t,23,0.29
3479346,2012-09-05,within an hour,1.0,0.87,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,110.0,31,365,t,5,2016-01-18,4.63,f,15,1.89
50885817,2015-12-09,within an hour,1.0,0.99,t,t,t,Gracia,Entire home/apt,6,2.0,3.0,3.0,233.0,3,1124,t,3,2016-02-25,4.69,t,3,3.08
71615,2010-01-19,within an hour,0.97,0.9,f,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,2.0,158.0,1,1125,t,10,2016-02-26,4.56,t,30,0.96
54320669,2016-01-12,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,8,2.0,4.0,5.0,278.0,2,1125,t,7,2016-03-30,4.46,t,16,2.44
51412210,2015-12-15,within an hour,1.0,0.99,t,t,t,Eixample,Entire home/apt,4,1.0,4.0,4.0,150.0,3,21,t,1,2016-01-03,4.76,f,1,2.47
2688205,2012-06-20,within an hour,1.0,1.0,t,t,t,Gracia,Entire home/apt,5,1.0,3.0,5.0,213.0,3,1125,t,6,2016-02-26,4.88,f,11,2.84
8876390,2013-09-16,within an hour,1.0,0.97,t,t,t,Ciutat Vella,Entire home/apt,3,1.0,2.0,2.0,45.0,90,350,t,0,2017-03-13,5.0,f,6,0.03
150480,2010-06-23,within a day,0.5,0.22,f,t,t,Horta-Guinardo,Private room,1,2.0,1.0,1.0,28.0,30,1125,t,1,2016-02-19,4.8,f,2,0.33
34262767,2015-05-26,within an hour,1.0,1.0,f,t,t,Nou Barris,Private room,2,1.0,2.0,2.0,39.0,2,1125,t,8,2016-01-08,4.51,f,2,2.3
150480,2010-06-23,within a day,0.5,0.22,f,t,t,Horta-Guinardo,Private room,1,1.0,1.0,1.0,25.0,30,1125,t,0,2016-02-17,4.95,f,2,0.43
14922518,2014-04-30,within a day,1.0,0.8,t,t,t,Eixample,Entire home/apt,3,1.0,1.0,3.0,65.0,31,1125,t,0,2022-08-24,5.0,f,1,0.79
16892848,2014-06-17,within an hour,1.0,0.9,t,t,t,Ciutat Vella,Entire home/apt,4,2.0,2.0,2.0,65.0,32,1125,t,2,2016-02-21,4.8,f,1,1.44
54820821,2016-01-16,within an hour,0.98,0.99,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,122.0,1,1125,t,0,2016-02-21,4.72,t,22,4.11
1404293,2011-11-14,within a day,0.5,1.0,f,t,t,Sant Marti,Entire home/apt,8,4.0,4.0,6.0,1500.0,2,1125,t,20,2016-04-17,4.78,t,2,0.57
27778700,2015-02-15,within an hour,1.0,0.99,t,t,t,Eixample,Entire home/apt,5,2.0,2.0,3.0,227.0,4,1125,t,3,2016-05-02,4.86,f,7,2.76
1744516,2012-02-13,within an hour,0.98,0.96,f,t,t,Eixample,Entire home/apt,4,1.0,1.0,1.0,177.0,3,1125,t,10,2016-03-06,4.45,t,32,0.34
4687292,2013-01-13,within an hour,1.0,1.0,t,t,t,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,120.0,2,90,t,4,2016-01-03,4.86,t,1,3.52
51838891,2015-12-20,within a few hours,1.0,0.75,f,t,f,Ciutat Vella,Entire home/apt,2,1.0,2.0,2.0,45.0,180,380,t,0,2016-04-27,5.0,f,5,0.03
6316902,2013-05-10,within a few hours,1.0,0.88,f,t,t,Eixample,Private room,2,2.0,1.0,1.0,60.0,2,30,t,6,2016-08-02,4.21,f,1,0.23
54991338,2016-01-17,within an hour,1.0,1.0,t,t,t,Gracia,Entire home/apt,6,1.0,2.0,2.0,187.0,4,70,t,12,2016-02-29,4.68,t,2,1.82
1254851,2011-10-06,within an hour,1.0,1.0,t,t,t,Sant Marti,Entire home/apt,6,1.0,2.0,2.0,217.0,1,1125,t,6,2016-02-21,4.8,t,3,4.9
8130906,2013-08-13,within an hour,0.97,0.98,f,t,t,Eixample,Entire home/apt,10,3.0,5.0,7.0,643.0,1,1125,t,2,2016-03-20,4.76,f,35,1.13
56855891,2016-01-31,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,6,1.5,4.0,6.0,137.0,1,1124,t,1,2016-02-13,4.52,t,3,4.15
56855891,2016-01-31,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,6,1.5,4.0,4.0,136.0,1,1124,t,8,2016-02-20,4.53,t,3,4.2
26828317,2015-01-28,a few days or more,0.44,0.8,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,57.0,32,1125,t,5,2017-01-04,3.8,f,9,0.07
26828317,2015-01-28,a few days or more,0.44,0.8,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,2.0,3.0,65.0,32,1125,t,5,2017-06-25,4.83,f,9,0.08
4116737,2012-11-11,within a few hours,1.0,0.82,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,2.0,2.0,40.0,31,1125,t,2,2016-02-19,4.78,f,1,0.39
2688205,2012-06-20,within an hour,1.0,1.0,t,t,t,Gracia,Entire home/apt,5,1.0,3.0,5.0,190.0,3,1125,t,1,2016-02-29,4.81,f,11,2.66
58279622,2016-02-11,within an hour,1.0,0.0,f,t,t,Eixample,Entire home/apt,3,1.0,1.0,1.0,52.0,31,1125,t,0,2016-02-26,5.0,f,1,0.21
3744544,2012-10-03,within an hour,0.98,0.99,t,t,t,Eixample,Entire home/apt,6,1.0,2.0,2.0,155.0,3,9,t,3,2016-06-04,4.61,t,35,1.44
61108030,2016-03-01,within a few hours,1.0,1.0,t,t,t,Sarria-Sant Gervasi,Private room,2,1.0,1.0,1.0,44.0,6,1125,t,8,2016-05-31,4.8,t,1,1.47
55665060,2016-01-22,within an hour,1.0,0.94,f,t,t,Sant Marti,Entire home/apt,6,2.0,3.0,4.0,220.0,3,60,t,8,2016-03-30,4.76,f,1,1.06
54820821,2016-01-16,within an hour,0.98,0.99,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,147.0,1,1125,t,4,2016-03-09,4.7,t,22,3.13
4217311,2012-11-22,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,4,1.0,2.0,3.0,80.0,45,300,t,0,2016-05-06,5.0,f,12,0.09
2320210,2012-05-08,within an hour,1.0,0.99,f,t,t,Eixample,Entire home/apt,6,2.0,2.0,5.0,279.0,1,1125,t,10,2016-02-26,4.67,t,45,0.7
49896352,2015-11-25,within a few hours,0.95,0.87,f,t,t,Horta-Guinardo,Private room,2,1.5,1.0,1.0,43.0,31,1125,t,4,2016-03-17,4.3,f,6,2.37
29648516,2015-03-19,within an hour,1.0,0.83,f,t,t,Eixample,Entire home/apt,6,1.0,2.0,2.0,224.0,1,1125,t,15,2016-03-06,4.42,f,2,0.76
59317222,2016-02-18,within an hour,0.96,0.72,t,t,t,Eixample,Entire home/apt,4,1.0,1.0,3.0,379.0,1,1125,t,22,2016-04-01,4.84,t,7,2.18
57236849,2016-02-03,within an hour,1.0,0.91,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,68.0,31,60,t,30,2016-02-29,4.77,t,6,0.76
1093718,2011-08-31,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Entire home/apt,1,1.0,1.0,1.0,33.0,32,360,t,0,2016-05-01,4.44,f,13,0.1
29345472,2015-03-14,within an hour,0.89,1.0,f,t,t,Eixample,Private room,1,1.0,1.0,1.0,44.0,31,31,t,7,2016-02-21,4.79,f,2,0.41
3556337,2012-09-13,within an hour,1.0,0.99,f,t,t,Sant Marti,Entire home/apt,6,1.0,3.0,5.0,206.0,1,365,t,3,2016-05-04,4.82,t,46,3.1
15171574,2014-05-06,within an hour,1.0,0.99,f,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,114.0,32,180,t,0,2016-08-07,5.0,f,2,0.07
1093718,2011-08-31,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Entire home/apt,6,1.0,2.0,3.0,60.0,32,360,t,0,2017-12-24,4.44,f,13,0.13
54320669,2016-01-12,within an hour,1.0,1.0,f,t,t,Sarria-Sant Gervasi,Entire home/apt,6,2.0,3.0,6.0,186.0,2,1125,t,15,2016-04-29,4.54,t,16,2.21
3607773,2012-09-18,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Entire home/apt,3,1.0,2.0,3.0,186.0,3,1125,t,8,2016-06-12,4.64,t,3,2.66
1716315,2012-02-07,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,4,1.0,1.0,2.0,245.0,3,1125,t,1,2016-02-25,4.96,t,12,0.83
8875148,2013-09-16,within an hour,1.0,1.0,f,t,t,Les Corts,Entire home/apt,1,1.0,1.0,2.0,21.0,60,1125,t,0,2016-07-31,3.91,f,1,0.13
5471775,2013-03-15,within an hour,1.0,0.79,f,t,t,Sant Marti,Entire home/apt,4,1.0,1.0,1.0,50.0,32,1125,t,20,2016-04-17,4.68,f,1,0.23
35896271,2015-06-15,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,4,1.0,1.0,1.0,372.0,3,1125,t,10,2016-05-08,4.96,f,1,1.92
13952311,2014-04-06,within a few hours,1.0,0.91,f,t,t,Eixample,Private room,3,1.0,2.0,2.0,42.0,31,1125,t,30,2016-02-26,4.72,f,1,0.67
1093718,2011-08-31,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,36.0,32,360,t,21,2016-07-01,4.64,f,13,0.13
9482414,2013-10-17,within a few hours,1.0,0.67,f,t,t,Sant Andreu,Private room,1,1.0,1.0,1.0,24.0,31,1125,t,17,2016-07-01,4.65,f,2,0.81
57236849,2016-02-03,within an hour,1.0,0.91,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,56.0,31,120,t,24,2016-02-23,4.79,t,6,0.89
62070245,2016-03-08,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,5,2.0,3.0,3.0,190.0,3,1125,t,0,2020-01-18,4.99,f,1,1.76
2181745,2012-04-20,within an hour,1.0,0.5,f,t,t,Sant Marti,Entire home/apt,5,1.0,3.0,3.0,99.0,30,1125,t,0,2016-02-24,3.5,f,2,0.04
35018018,2015-06-04,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,5,2.0,3.0,4.0,236.0,4,12,t,16,2016-03-08,4.82,t,1,2.23
2688205,2012-06-20,within an hour,1.0,1.0,t,t,t,Gracia,Entire home/apt,5,1.0,3.0,5.0,184.0,3,1125,t,2,2016-03-28,4.79,f,11,2.5
62075195,2016-03-08,within an hour,1.0,1.0,t,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,3.0,161.0,2,1125,t,4,2016-12-31,4.83,f,1,3.66
299462,2010-11-26,within an hour,0.96,1.0,f,t,t,Eixample,Entire home/apt,6,1.5,2.0,4.0,229.0,3,1125,t,13,2016-04-15,4.49,t,140,1.5
51838891,2015-12-20,within a few hours,1.0,0.75,f,t,f,Ciutat Vella,Entire home/apt,4,1.0,2.0,5.0,65.0,90,360,t,3,2016-03-02,4.38,f,5,0.19
51284431,2015-12-14,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,40.0,2,32,t,6,2016-03-26,4.53,f,1,1.29
58871212,2016-02-15,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,5,1.0,2.0,4.0,190.0,3,1125,t,2,2016-03-04,4.35,t,1,3.35
35537483,2015-06-11,within a few hours,0.67,1.0,f,t,t,Ciutat Vella,Entire home/apt,2,1.5,1.0,1.0,99.0,32,180,t,8,2016-04-30,4.64,f,1,0.28
8635649,2013-09-04,within an hour,0.92,1.0,f,t,t,Ciutat Vella,Entire home/apt,3,1.0,1.0,1.0,143.0,1,1125,t,6,2016-06-12,4.53,t,1,2.78
62384682,2016-03-10,within a few hours,1.0,1.0,f,t,t,Nou Barris,Private room,1,0.5,1.0,1.0,26.0,31,180,t,0,2016-03-21,4.65,f,1,0.25
4897883,2013-01-29,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,3.0,4.0,80.0,32,330,t,4,2016-03-30,4.71,f,8,1.36
8876390,2013-09-16,within an hour,1.0,0.97,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,75.0,90,350,t,0,2016-10-15,4.58,f,6,0.14
17532317,2014-07-02,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,1.0,4.0,89.0,2,1125,t,2,2016-04-10,4.81,f,7,3.36
1432835,2011-11-22,within an hour,0.99,0.99,f,t,t,Eixample,Entire home/apt,5,2.0,3.0,3.0,198.0,3,1124,t,3,2016-02-25,4.68,f,38,2.52
3744544,2012-10-03,within an hour,0.98,0.99,t,t,t,Gracia,Entire home/apt,6,2.0,3.0,4.0,170.0,3,7,t,5,2016-02-25,4.77,t,35,1.72
1228590,2011-09-30,within an hour,1.0,0.99,t,t,t,Eixample,Entire home/apt,6,2.0,2.0,3.0,441.0,2,1125,t,7,2016-02-15,4.98,t,6,1.86
56855891,2016-01-31,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,7,1.5,4.0,5.0,134.0,1,1124,t,4,2016-04-02,4.47,t,3,4.05
5843487,2013-04-09,within a few hours,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,2,1.5,1.0,1.0,39.0,32,1125,t,0,2016-04-24,4.6,f,15,0.28
58090404,2016-02-09,within a day,1.0,1.0,t,t,t,Sarria-Sant Gervasi,Private room,2,1.5,2.0,2.0,37.0,32,1125,t,18,2016-03-24,4.79,f,1,1.3
17751441,2014-07-07,within a few hours,1.0,0.95,t,t,t,Eixample,Entire home/apt,5,2.0,2.0,4.0,279.0,4,31,t,3,2016-05-08,4.81,f,16,1.28
65195536,2016-03-31,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,5,2.0,3.0,4.0,186.0,7,1125,t,3,2016-04-25,4.72,f,1,2.13
59317222,2016-02-18,within an hour,0.96,0.72,t,t,t,Eixample,Entire home/apt,6,2.0,2.0,2.0,455.0,1,1125,t,12,2016-03-26,4.95,t,7,1.89
10180380,2013-11-21,within an hour,1.0,0.64,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,43.0,32,330,t,0,2019-09-01,5.0,f,3,0.08
5543127,2013-03-20,within an hour,1.0,1.0,f,t,t,Gracia,Entire home/apt,4,1.0,1.0,1.0,161.0,2,90,t,6,2016-03-30,4.63,f,30,2.22
9822728,2013-11-05,within an hour,0.98,0.99,f,t,t,Horta-Guinardo,Entire home/apt,5,2.0,3.0,3.0,178.0,3,60,t,12,2016-06-15,4.52,f,18,1.33
24417133,2014-12-02,within a few hours,1.0,0.33,f,t,t,Ciutat Vella,Private room,1,1.5,1.0,1.0,35.0,30,90,t,14,2016-03-23,4.78,f,1,0.3
63229593,2016-03-16,within an hour,0.77,0.99,f,t,t,Eixample,Entire home/apt,9,2.5,5.0,8.0,452.0,3,1124,t,10,2017-06-14,4.76,t,9,0.45
4258344,2012-11-27,within an hour,1.0,0.97,t,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,170.0,7,60,t,6,2016-09-04,4.53,f,7,0.7
22076771,2014-10-03,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Entire home/apt,4,1.0,2.0,3.0,85.0,30,1125,t,0,2016-06-30,4.81,f,17,0.18
5796387,2013-04-06,within an hour,0.8,0.88,f,t,t,Eixample,Private room,3,1.0,3.0,3.0,246.0,1,180,t,12,2016-10-24,4.79,t,6,0.17
14002195,2014-04-07,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,6,2.0,3.0,5.0,494.0,2,30,t,5,2016-09-16,4.75,t,7,0.19
12269605,2014-02-15,within an hour,1.0,0.75,t,t,t,Gracia,Private room,2,1.0,1.0,1.0,52.0,31,90,t,0,2016-05-10,4.86,f,1,2.0
63198399,2016-03-16,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,5,1.0,3.0,4.0,223.0,2,1125,t,0,2016-05-27,4.49,t,2,0.82
57236849,2016-02-03,within an hour,1.0,0.91,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,47.0,31,120,t,15,2016-04-15,4.65,f,6,0.93
8130906,2013-08-13,within an hour,0.97,0.98,f,t,t,Sant Marti,Entire home/apt,4,2.0,2.0,3.0,354.0,1,1125,t,7,2017-03-25,4.67,f,35,0.17
57236849,2016-02-03,within an hour,1.0,0.91,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,28.0,31,180,t,14,2016-04-09,4.59,f,6,0.78
57236849,2016-02-03,within an hour,1.0,0.91,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,44.0,31,120,t,25,2016-04-07,4.62,f,6,0.75
1141201,2011-09-11,within an hour,1.0,1.0,t,t,t,Gracia,Entire home/apt,2,1.0,1.0,1.0,81.0,31,260,t,6,2016-05-02,4.94,f,5,0.86
63198399,2016-03-16,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,6,2.0,3.0,4.0,221.0,2,1125,t,1,2017-06-19,4.64,t,2,0.75
63229593,2016-03-16,within an hour,0.77,0.99,f,t,t,Eixample,Entire home/apt,3,1.0,2.0,4.0,180.0,3,1124,t,29,2016-05-09,4.53,t,9,2.59
47347356,2015-10-24,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,8,2.5,3.0,4.0,331.0,3,1125,t,3,2017-03-13,4.91,t,3,2.39
3026201,2012-07-23,within a few hours,1.0,0.96,f,t,t,Sarria-Sant Gervasi,Entire home/apt,9,3.0,4.0,8.0,190.0,5,1125,t,9,2017-05-02,4.66,f,1,1.27
4076847,2012-11-06,within an hour,1.0,0.97,t,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,63.0,31,1125,t,2,2017-08-02,4.82,f,1,0.38
63229593,2016-03-16,within an hour,0.77,0.99,f,t,t,Eixample,Entire home/apt,5,1.0,2.0,4.0,320.0,3,1124,t,13,2017-06-04,4.43,t,9,0.28
17532317,2014-07-02,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,1.0,4.0,98.0,2,1125,t,1,2016-04-21,4.83,f,7,3.29
63374052,2016-03-17,within an hour,1.0,1.0,t,t,t,Sants-Montjuic,Entire home/apt,4,1.0,1.0,2.0,101.0,4,31,t,0,2016-05-17,4.87,t,1,2.51
17532317,2014-07-02,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,1.0,4.0,98.0,2,1125,t,2,2016-04-24,4.81,f,7,3.58
63229593,2016-03-16,within an hour,0.77,0.99,f,t,t,Eixample,Entire home/apt,7,2.0,5.0,5.0,386.0,3,1124,t,16,2016-06-07,4.5,t,9,0.18
518063,2011-04-18,within an hour,1.0,0.98,t,t,t,Gracia,Entire home/apt,4,1.0,1.0,2.0,155.0,1,28,t,2,2016-03-12,4.82,f,1,4.15
8174295,2013-08-15,within an hour,1.0,0.96,t,t,t,Eixample,Private room,2,1.5,1.0,1.0,58.0,31,1125,t,0,2016-05-03,4.97,f,2,0.38
63229593,2016-03-16,within an hour,0.77,0.99,f,t,t,Ciutat Vella,Entire home/apt,9,2.0,7.0,7.0,432.0,3,1124,t,13,2016-06-05,4.59,t,9,0.52
9478280,2013-10-17,within an hour,1.0,0.89,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,2.0,2.0,190.0,1,1125,t,6,2016-04-11,4.23,t,29,0.35
59918507,2016-02-22,within a few hours,1.0,0.0,f,t,t,Les Corts,Private room,1,1.0,1.0,1.0,26.0,32,62,t,16,2016-05-30,4.82,f,1,0.38
400416,2011-02-19,within a few hours,0.78,0.71,f,t,t,Gracia,Entire home/apt,4,1.0,2.0,2.0,98.0,3,30,t,1,2016-04-05,4.4,f,8,0.58
59317222,2016-02-18,within an hour,0.96,0.72,t,t,t,Eixample,Entire home/apt,4,1.0,1.0,3.0,285.0,1,1125,t,0,2019-08-15,4.83,f,7,0.49
59290300,2016-02-18,within a few hours,1.0,1.0,t,t,t,Eixample,Entire home/apt,4,1.0,1.0,1.0,82.0,32,1125,t,13,2017-03-05,4.94,f,1,0.44
32037490,2015-04-27,within an hour,0.99,1.0,f,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,193.0,2,1125,t,12,2016-03-18,4.31,t,221,1.35
55670542,2016-01-22,within an hour,1.0,1.0,f,t,t,Eixample,Private room,1,1.0,1.0,1.0,70.0,865,1125,t,0,2016-06-07,4.46,t,2,2.01
41933599,2015-08-19,within an hour,0.89,0.99,f,t,t,Eixample,Shared room,4,4.0,4.0,4.0,138.0,1,1125,t,30,2022-08-02,4.43,t,4,0.52
41933599,2015-08-19,within an hour,0.89,0.99,f,t,t,Ciutat Vella,Shared room,5,4.0,5.0,5.0,173.0,1,1125,t,28,2020-01-01,4.75,t,4,0.54
41933599,2015-08-19,within an hour,0.89,0.99,f,t,t,Eixample,Shared room,6,4.0,6.0,6.0,207.0,1,1125,t,28,2019-12-11,4.44,t,4,0.86
41933599,2015-08-19,within an hour,0.89,0.99,f,t,t,Eixample,Shared room,8,3.0,8.0,8.0,237.0,1,1125,t,30,2022-04-24,4.51,t,4,4.61
16022141,2014-05-26,a few days or more,0.0,0.0,f,t,t,Nou Barris,Private room,2,1.0,1.0,1.0,39.0,32,40,t,28,2016-04-18,4.91,f,1,0.13
9822728,2013-11-05,within an hour,0.98,0.99,f,t,t,Eixample,Entire home/apt,5,1.0,3.0,3.0,207.0,3,60,t,16,2016-06-20,4.34,f,18,0.69
57236849,2016-02-03,within an hour,1.0,0.91,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,52.0,31,60,t,30,2016-05-09,4.6,t,6,0.11
527201,2011-04-22,within an hour,1.0,0.93,f,t,t,Ciutat Vella,Private room,2,1.5,1.0,1.0,86.0,32,1125,t,0,2016-08-28,4.45,f,2,0.29
8130906,2013-08-13,within an hour,0.97,0.98,f,t,t,Eixample,Entire home/apt,8,2.0,4.0,7.0,457.0,1,1125,t,10,2016-05-16,4.51,f,35,0.46
63229593,2016-03-16,within an hour,0.77,0.99,f,t,t,Eixample,Entire home/apt,5,2.0,2.0,4.0,396.0,3,1124,t,1,2016-09-26,4.57,t,9,0.35
2525519,2012-06-02,within a few hours,1.0,0.83,f,t,t,Gracia,Private room,1,1.5,1.0,1.0,18.0,32,365,t,0,2016-07-29,4.54,f,3,0.15
66713555,2016-04-11,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Entire home/apt,1,1.5,1.0,1.0,46.0,90,1125,t,0,2019-02-28,5.0,t,1,0.02
1716315,2012-02-07,within an hour,1.0,1.0,t,t,t,Eixample,Entire home/apt,5,2.0,3.0,3.0,279.0,4,1125,t,10,2016-04-25,4.86,f,12,0.79
17532317,2014-07-02,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Entire home/apt,4,1.0,1.0,4.0,91.0,2,1125,t,1,2016-04-19,4.77,f,7,3.63
60761891,2016-02-28,a few days or more,0.0,0.5,t,t,t,Gracia,Private room,1,1.0,1.0,1.0,40.0,31,1125,t,12,2016-04-07,4.88,f,1,1.85
12119162,2014-02-10,within a day,1.0,0.25,f,t,f,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,58.0,32,1125,t,16,2016-08-14,4.33,f,2,0.03
42031087,2015-08-20,within a day,1.0,0.72,f,t,t,Ciutat Vella,Private room,1,1.5,1.0,1.0,25.0,30,1125,t,0,2016-06-19,4.62,f,1,0.36
42613804,2015-08-26,within an hour,1.0,0.88,f,t,t,Eixample,Entire home/apt,3,1.0,2.0,2.0,80.0,32,1125,t,0,2016-04-03,4.53,f,2,0.4
64763737,2016-03-28,within an hour,0.98,0.98,f,t,t,Eixample,Entire home/apt,6,1.5,3.0,5.0,156.0,1,1124,t,17,2016-04-17,4.84,f,5,3.39
63229593,2016-03-16,within an hour,0.77,0.99,f,t,t,Eixample,Entire home/apt,9,2.0,4.0,7.0,432.0,3,1124,t,10,2016-10-30,4.52,t,9,0.3
299462,2010-11-26,within an hour,0.96,1.0,f,t,t,Eixample,Entire home/apt,6,2.0,2.0,3.0,222.0,3,1125,t,6,2016-05-08,4.66,t,140,1.87
22076771,2014-10-03,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Entire home/apt,4,1.0,3.0,3.0,75.0,30,1125,t,0,2016-06-01,4.71,f,17,0.09
6797428,2013-06-08,within an hour,1.0,0.98,t,t,t,Ciutat Vella,Entire home/apt,4,1.0,3.0,4.0,155.0,3,1125,t,7,2017-01-29,4.83,f,15,0.67
61063114,2016-03-01,within a few hours,1.0,0.83,f,t,t,Eixample,Entire home/apt,4,2.0,2.0,4.0,250.0,4,30,t,0,2016-07-28,4.92,f,1,0.15
5414684,2013-03-11,within an hour,0.88,0.96,t,t,t,Eixample,Entire home/apt,9,2.0,5.0,7.0,323.0,5,14,t,1,2016-05-01,4.77,f,6,2.67
6797428,2013-06-08,within an hour,1.0,0.98,t,t,t,Ciutat Vella,Entire home/apt,5,1.0,3.0,3.0,167.0,3,1125,t,6,2016-06-07,4.81,f,15,2.24
2748428,2012-06-26,within an hour,1.0,0.99,t,t,t,Sant Marti,Entire home/apt,4,2.0,2.0,2.0,209.0,3,62,t,3,2016-06-13,4.81,f,3,2.95
27573426,2015-02-11,within an hour,0.94,0.86,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,58.0,32,1125,t,0,2016-09-03,4.21,f,18,0.16
72935372,2016-05-19,within an hour,1.0,0.95,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,59.0,31,31,t,2,2016-06-11,4.73,f,2,3.52
15802369,2014-05-21,within an hour,1.0,1.0,t,t,t,Gracia,Entire home/apt,4,1.0,2.0,3.0,125.0,3,1125,t,5,2016-05-08,4.88,f,2,3.26
299462,2010-11-26,within an hour,0.96,1.0,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,3.0,170.0,3,1125,t,11,2016-06-06,4.35,t,140,1.23
10249776,2013-11-25,within a few hours,0.9,0.82,f,t,t,Eixample,Entire home/apt,7,2.5,4.0,4.0,550.0,4,334,t,10,2016-10-09,4.87,f,7,0.94
33776136,2015-05-19,within an hour,1.0,1.0,t,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,35.0,32,365,t,4,2019-03-16,4.84,t,2,4.55
93019286,2016-09-01,within a few hours,1.0,0.97,f,t,t,Gracia,Entire home/apt,2,1.0,1.0,1.0,100.0,3,1125,t,2,2016-05-28,4.94,f,2,4.75
67723465,2016-04-18,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,6,2.0,3.0,4.0,173.0,2,1125,t,7,2016-06-13,4.54,t,1,2.67
72696923,2016-05-18,within an hour,1.0,0.75,f,t,t,Nou Barris,Private room,2,1.0,1.0,1.0,90.0,31,1125,t,30,2016-05-24,4.78,f,2,1.31
28388457,2015-02-26,within a day,0.78,0.99,f,t,t,Ciutat Vella,Entire home/apt,6,2.0,3.0,6.0,270.0,2,1124,t,15,2017-08-16,4.65,t,19,0.31
